Jahr;Stadtbezirk;Arbeitslose insgesamt;Arbeitslose Männer;Arbeitslose Frauen;Arbeitslose Deutsche;Arbeitslose Ausländer;Arbeitslose, 55 Jahre und älter;Arbeitslose nach SGBII;Arbeitslose nach SGBIII;Arbeitslose, unter 25 Jahre alt;Arbeitslose, 25 bis unter 35 Jahre alt;Arbeitslose, 35 bis unter 45 Jahre alt;Arbeitslose, 45 bis unter 55 Jahre alt;Arbeitslose, ohne Berufsabschluss;Arbeitslose, mit Berufsabschluss;Arbeitslose, mit akademischen Abschluss;Arbeitslose, ohne Schulabschluss;Arbeitslose, mit Hauptschulabschluss;Arbeitslose, mit mittlerer Reife;Arbeitslose, mit Abitur
2019;St. Georgen-Nord;216;126;90;148;68;41;111;105;18;51;64;42;94;74;48;30;47;35;81
2019;St. Georgen-Süd;28;16;12;22;0;0;13;15;0;0;0;0;0;14;0;0;0;10;10
2019;Opfingen;93;49;44;65;28;24;54;39;0;24;18;22;41;35;17;0;27;18;31
2019;Tiengen;55;27;28;28;27;10;33;22;0;17;13;10;27;21;0;0;15;0;13
2019;Munzingen;57;32;25;44;12;0;34;23;0;14;18;16;27;28;0;0;17;17;12
2019;Weingarten;652;345;307;407;243;118;514;138;61;164;153;156;449;156;47;110;271;91;103
2019;Rieselfeld;191;99;92;132;59;35;100;91;0;42;60;46;92;63;36;16;44;33;68
2019;Vauban;82;40;42;68;14;13;35;47;0;25;22;19;27;24;31;0;13;11;49
2019;Nicht zuordenbar;55;27;15;17;34;0;36;12;0;15;13;0;26;12;0;0;12;0;10
2020;Altstadt-Mitte;144;93;51;106;38;11;77;67;0;59;38;29;63;44;37;0;27;21;70
2020;Altstadt-Ring;88;46;42;59;29;0;44;44;13;33;18;16;31;26;31;0;10;11;48
2020;Neuburg;101;64;37;70;30;18;45;56;0;36;24;18;35;30;36;0;16;12;54
2020;Herdern-Süd;130;58;72;97;33;26;52;78;0;41;36;21;36;44;50;0;19;18;73
2020;Herdern-Nord;129;63;66;96;33;23;56;73;0;48;34;20;41;39;49;0;20;20;75
2020;Zähringen;248;135;113;177;70;53;142;106;17;75;61;42;110;81;57;16;52;39;103
2020;Brühl-Güterbahnhof;305;184;121;226;79;65;171;134;18;95;78;49;125;115;65;21;79;65;108
2020;Brühl-Industriegebiet;81;52;29;36;45;0;63;18;0;22;21;22;58;20;0;14;18;10;21
2020;Brühl-Beurbarung;137;60;77;87;50;24;105;32;0;42;35;31;89;33;15;13;49;21;35
2020;Hochdorf;140;85;55;103;37;31;72;68;15;38;31;25;60;63;17;13;48;19;39
2020;Waldsee;106;47;59;89;17;24;48;58;11;23;22;26;32;35;39;0;16;19;61
2020;Littenweiler;183;85;98;111;72;42;104;79;14;47;41;39;92;55;36;19;34;35;70
2020;Ebnet;53;28;25;48;0;17;20;33;0;13;12;0;13;24;16;0;12;12;26
2020;Kappel;54;23;31;45;0;16;19;35;0;17;0;10;16;20;18;0;0;0;30
2020;Oberau;156;92;64;128;28;27;70;86;14;52;39;24;49;53;54;0;24;23;89
2020;Oberwiehre;172;82;90;146;26;48;82;90;0;46;45;28;61;60;51;12;28;28;93
2020;Mittelwiehre;93;49;44;72;21;18;40;53;0;28;24;16;30;24;39;0;13;0;57
2020;Unterwiehre-Nord;128;73;55;103;25;19;45;83;0;49;30;26;39;33;56;0;13;18;81
2020;Unterwiehre-Süd;271;172;99;186;85;41;168;103;19;71;88;52;127;72;72;17;60;49;112
2020;Günterstal;31;17;14;25;0;0;17;14;0;0;11;0;0;12;10;0;10;0;13
2020;Stühlinger-Eschholz;164;91;73;117;47;39;78;86;0;54;34;28;64;50;50;16;34;22;79
2020;Alt-Stühlinger;476;289;187;330;146;98;327;149;41;134;106;97;264;130;82;56;143;81;154
2020;Mooswald-West;118;68;50;86;32;30;53;65;0;37;20;23;47;44;27;11;29;20;44
2020;Mooswald-Ost;221;129;92;150;71;41;158;63;13;76;48;43;129;62;30;25;86;31;53
2020;Betzenhausen-Bischofslinde;254;126;128;167;86;60;163;91;19;75;55;45;135;73;46;22;65;43;92
2020;Alt-Betzenhausen;153;93;60;111;42;32;88;65;0;46;34;34;65;59;29;12;38;29;59
2020;Landwasser;240;120;120;149;90;45;150;90;12;59;72;52;139;79;22;25;77;41;57
2020;Lehen;53;28;25;43;10;11;29;24;0;13;14;10;23;13;17;0;13;0;21
2020;Waltershofen;42;25;17;36;0;11;11;31;0;11;10;0;17;15;10;0;0;0;15
2020;Haslach-Egerten;420;279;141;296;124;65;281;139;27;125;111;92;227;127;66;43;124;58;127
2020;Haslach-Gartenstadt;368;217;151;233;134;74;263;105;21;96;91;86;212;108;48;38;148;56;87
2020;Haslach-Schildacker;51;28;23;29;22;0;36;15;0;21;0;12;35;11;0;0;18;0;16
2020;Haslach-Haid;174;108;66;128;46;25;119;55;24;47;45;33;116;41;17;38;73;19;33
2020;St. Georgen-Nord;264;158;106;178;86;47;142;122;22;77;60;58;133;68;63;32;59;41;94
2020;St. Georgen-Süd;33;18;15;25;0;0;14;19;0;11;0;0;0;12;13;0;0;0;18
2020;Opfingen;107;47;60;73;34;28;55;52;12;20;30;17;44;45;18;0;22;27;34
2020;Tiengen;77;48;29;43;34;18;43;34;0;13;22;18;40;30;0;10;27;12;17
2020;Munzingen;73;42;31;55;17;12;48;25;0;17;22;15;35;34;0;0;35;15;10
2020;Weingarten;683;359;324;414;265;115;529;154;53;189;176;150;477;145;61;126;263;96;107
2020;Rieselfeld;239;131;108;156;83;44;125;114;18;64;51;62;124;73;42;21;66;38;82
2020;Vauban;102;53;49;84;18;23;50;52;0;29;24;21;33;34;35;0;18;14;51
2020;Nicht zuordenbar;31;15;16;23;0;0;21;10;0;0;0;0;18;10;0;0;12;0;0
2021;Altstadt-Mitte;108;64;44;74;34;15;65;43;10;39;28;16;63;20;25;0;27;18;43
2021;Altstadt-Ring;56;37;19;42;14;0;29;27;0;24;0;12;13;15;28;0;0;0;37
2021;Neuburg;75;42;33;57;18;19;36;39;0;23;17;12;25;26;24;0;0;15;39
2021;Herdern-Süd;95;39;56;63;32;19;45;50;0;30;24;14;30;27;38;0;12;14;53
2021;Herdern-Nord;114;54;60;81;33;17;54;60;0;36;38;20;40;27;47;0;17;14;65
2021;Zähringen;223;127;96;146;77;43;141;82;0;73;61;37;109;68;46;11;53;36;81
2021;Brühl-Güterbahnhof;247;149;98;173;74;56;159;88;10;70;67;44;104;88;55;16;71;45;82
2021;Brühl-Industriegebiet;61;46;15;28;33;0;53;0;0;14;21;16;41;13;0;0;20;0;15
2021;Brühl-Beurbarung;123;64;59;75;48;22;94;29;10;33;34;24;80;28;15;0;45;14;37
2021;Hochdorf;110;55;55;78;32;30;69;41;0;31;22;19;52;45;13;0;34;21;27
2021;Waldsee;80;42;38;65;15;15;41;39;0;17;24;23;20;28;32;0;14;16;41
2021;Littenweiler;157;83;74;93;64;35;98;59;12;42;36;32;85;38;34;15;27;23;63
2021;Ebnet;34;15;19;32;0;0;15;19;0;0;12;0;10;15;0;0;0;10;16
2021;Kappel;55;27;28;45;10;11;24;31;0;23;10;10;18;21;16;0;10;0;34
2021;Oberau;127;78;49;102;25;18;68;59;0;57;26;19;51;27;49;0;11;17;79
2021;Oberwiehre;139;69;70;109;30;35;64;75;0;35;33;30;56;41;42;0;17;24;75
2021;Mittelwiehre;78;44;34;63;15;16;48;30;0;21;16;16;27;17;34;0;11;0;51
2021;Unterwiehre-Nord;107;58;49;91;16;15;51;56;0;33;27;28;33;36;38;0;20;19;56
2021;Unterwiehre-Süd;233;166;67;153;80;46;161;72;23;48;66;50;125;60;48;19;62;39;76
2021;Günterstal;23;12;11;23;0;0;11;12;0;0;12;0;0;0;0;0;0;0;0
2021;Stühlinger-Eschholz;155;89;66;103;52;28;73;82;0;46;43;32;61;47;47;15;38;22;72
2021;Alt-Stühlinger;375;228;147;262;113;80;270;105;24;91;97;83;228;95;51;39;117;75;112
2021;Mooswald-West;88;55;33;66;22;31;52;36;0;22;15;14;45;32;11;10;23;11;27
2021;Mooswald-Ost;196;115;81;123;73;26;153;43;0;54;50;57;131;45;20;22;71;29;46
2021;Betzenhausen-Bischofslinde;230;119;111;146;84;45;151;79;14;62;58;51;126;59;45;24;58;38;78
2021;Alt-Betzenhausen;136;78;58;104;32;37;85;51;0;34;31;27;59;53;24;11;35;24;48
2021;Landwasser;202;105;97;113;89;44;149;53;11;49;54;44;127;63;12;17;73;29;39
2021;Lehen;46;27;19;38;0;0;26;20;0;11;13;11;19;12;15;0;0;0;26
2021;Waltershofen;23;0;15;21;0;12;0;15;0;0;0;0;0;12;0;0;0;0;0
2021;Haslach-Egerten;360;230;130;233;127;59;271;89;21;104;97;79;225;96;39;42;112;58;87
2021;Haslach-Gartenstadt;343;200;143;209;134;68;254;89;24;90;91;70;195;108;40;45;135;56;80
2021;Haslach-Schildacker;49;26;23;30;19;0;34;15;0;17;14;0;35;11;0;0;13;10;0
2021;Haslach-Haid;164;100;64;126;38;25;120;44;19;45;37;38;111;43;10;34;73;15;21
2021;St. Georgen-Nord;239;136;103;155;84;39;162;77;18;68;63;51;127;63;49;23;39;43;90
2021;St. Georgen-Süd;28;0;19;23;0;0;11;17;0;0;10;0;0;10;12;0;0;0;17
2021;Opfingen;78;41;37;59;19;25;52;26;0;13;14;21;38;28;12;0;23;11;25
2021;Tiengen;83;51;32;48;35;16;56;27;0;16;25;20;40;34;0;10;26;17;20
2021;Munzingen;70;39;31;51;19;10;47;23;0;14;21;19;37;27;0;0;30;14;12
2021;Weingarten;630;331;299;370;260;113;510;120;43;171;165;138;453;122;55;113;258;66;99
2021;Rieselfeld;199;105;94;138;61;37;122;77;15;55;49;43;96;71;32;17;47;44;67
2021;Vauban;78;35;43;64;14;15;48;30;0;25;16;16;29;27;22;0;13;12;42
2021;Nicht zuordenbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
2022;Altstadt-Mitte;105;57;48;67;38;15;56;49;0;33;28;20;61;23;21;0;28;15;39
2022;Altstadt-Ring;78;45;33;45;33;0;33;45;0;29;26;11;27;18;33;0;10;0;48
2022;Neuburg;97;53;44;59;38;14;49;48;0;30;27;18;41;22;34;0;0;17;46
2022;Herdern-Süd;110;45;65;75;35;18;52;58;0;41;29;15;33;25;52;0;16;10;65
2022;Herdern-Nord;116;59;57;78;38;25;58;58;0;29;33;22;43;37;36;0;20;16;59
2022;Zähringen;266;140;126;152;114;50;166;100;16;73;69;58;139;74;53;16;47;40;99
2022;Brühl-Güterbahnhof;253;135;118;176;77;50;154;99;12;78;63;50;105;92;56;18;59;55;97
2022;Brühl-Industriegebiet;86;62;24;48;38;16;74;12;0;17;26;25;57;24;0;12;20;0;15
2022;Brühl-Beurbarung;119;66;53;70;49;14;86;33;0;33;38;27;68;38;13;13;40;16;31
2022;Hochdorf;106;53;53;74;32;28;68;38;10;27;20;21;52;40;14;11;37;13;28
2022;Waldsee;77;36;41;55;22;18;37;40;0;15;23;19;19;26;32;0;0;15;43
2022;Littenweiler;214;83;131;113;101;42;141;73;23;57;57;35;113;45;56;11;32;26;94
2022;Ebnet;46;24;22;27;19;0;23;23;0;0;17;10;19;11;16;0;11;0;20
2022;Kappel;48;20;28;37;11;0;23;25;0;17;0;13;15;21;12;0;0;0;29
2022;Oberau;127;79;48;106;21;19;65;62;0;57;24;18;46;33;48;0;18;21;67
2022;Oberwiehre;141;66;75;110;31;34;72;69;0;41;31;31;45;40;56;10;16;17;81
2022;Mittelwiehre;87;38;49;58;29;18;44;43;0;38;17;11;28;16;43;0;11;0;53
2022;Unterwiehre-Nord;109;58;51;87;22;13;54;55;0;44;26;20;33;27;49;0;11;15;72
2022;Unterwiehre-Süd;279;165;114;146;133;41;195;84;20;74;81;63;150;64;65;20;61;32;109
2022;Günterstal;30;19;11;22;0;0;15;15;0;0;0;0;0;12;0;0;0;0;16
2022;Stühlinger-Eschholz;151;80;71;102;49;36;79;72;0;44;32;30;66;40;45;0;27;23;72
2022;Alt-Stühlinger;393;239;154;253;140;83;266;127;29;104;83;94;209;111;73;40;118;77;125
2022;Mooswald-West;91;66;25;66;25;24;49;42;0;21;20;21;43;38;10;0;23;14;30
2022;Mooswald-Ost;225;114;111;139;86;36;155;70;14;67;68;40;148;52;25;32;71;32;52
2022;Betzenhausen-Bischofslinde;211;108;103;116;95;36;141;70;15;65;58;37;116;54;41;19;40;36;76
2022;Alt-Betzenhausen;143;80;63;101;42;38;86;57;0;37;39;21;68;48;27;0;36;30;47
2022;Landwasser;182;91;91;104;78;37;108;74;15;46;49;35;105;59;18;16;67;22;48
2022;Lehen;39;23;16;22;17;0;19;20;0;19;0;0;23;0;11;0;0;0;17
2022;Waltershofen;20;10;10;15;0;0;0;12;0;0;0;0;0;0;0;0;0;0;11
2022;Haslach-Egerten;374;262;112;232;142;64;260;114;14;112;108;76;221;101;52;44;101;56;106
2022;Haslach-Gartenstadt;309;176;133;183;126;56;200;109;20;86;92;55;177;84;48;32;103;47;89
2022;Haslach-Schildacker;51;24;27;29;22;0;42;0;0;12;19;11;35;10;0;0;21;0;11
2022;Haslach-Haid;160;104;56;121;39;23;106;54;16;51;34;36;109;34;17;31;60;17;29
2022;St. Georgen-Nord;228;121;107;137;91;32;133;95;21;64;65;46;115;65;48;25;45;30;85
2022;St. Georgen-Süd;24;14;10;19;0;0;0;16;0;0;0;0;0;0;12;0;0;0;15
2022;Opfingen;78;35;43;54;24;20;46;32;0;15;26;13;29;31;18;0;24;10;25
2022;Tiengen;97;53;44;50;47;22;64;33;0;25;24;20;58;28;11;11;19;23;23
2022;Munzingen;62;30;32;47;15;11;44;18;0;13;22;15;30;26;0;0;20;11;13
2022;Weingarten;605;304;301;355;250;104;488;117;54;159;160;128;430;129;46;116;223;79;89
2022;Rieselfeld;204;100;104;120;84;33;124;80;19;54;50;48;111;49;44;13;39;37;81
2022;Vauban;78;39;39;64;14;18;34;44;0;23;20;13;17;33;28;0;0;13;50
2022;Nicht zuordenbar;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
